"CALLERTYPE","CITY","DATECANCELLED","DATEINVTDONE","DATETIMECLOSED","DATETIMEINIT","DESCRIPTION","EXPLANATION","GROUP","NEIGHBORHOOD","PLAIN_ENGLISH_NAME_FOR_PROBLEMCODE","PRJCOMPLETEDATE","PROBADDRESS","PROBADDTYPE","PROBLEMCODE","PROBZIP","REQUESTID","SRX","SRY","STATUS","SUBMITTO","WARD"
"","","","2009-10-24 00:00:00.0","2009-10-24 13:00:41.0","2009-10-12 08:29:11.0","Property Maintenance Code - Exterior","","Prpty Insp Comml","11","Inspect for exterior building code violations","2009-10-30 00:00:00.0","6044 MARMADUKE","B","Ppty Maint Code-Ext","","91133","879756.00000000","1010917.00000000","CLOSED","BUILDING DIV,","24"
"WEB","","","2009-11-18 00:00:00.0","2009-11-18 10:02:46.0","2009-10-12 08:56:36.0","Inspect City Tree","The city maintains trees located in parks, medians, and in the ""tree lawn"" area located between the sidewalk and curb in front of properties. Request that a tree be inspected for health, trimming, or removal, as necessary, by a certified arborist.","Trees","47","Inspect city tree","2009-10-30 00:00:00.0","5631 PERSHING","B","Inspect City Tree","","91158","881931.00000000","1025184.00000000","CLOSED","FORESTRY,","28"
"","St. Louis","","2009-10-13 00:00:00.0","2009-10-14 08:00:00.0","2009-10-12 12:49:42.0","Sign needs attention","Select this option for non-critical signs (street cleaning, no parking, etc.)","Street Sign/Painting","55","Traffic sign needs repair","2009-10-15 00:00:00.0","HAMMETT PL @ EUCLID AV","A","Sign needs attention","","91263","889910.00000000","1031379.00000000","CLOSED","TRAFFIC DIVISION, 511","04"
"","","","2009-10-19 00:00:00.0","2009-10-19 16:08:44.0","2009-10-13 09:52:02.0","Inspect City Tree","The city maintains trees located in parks, medians, and in the ""tree lawn"" area located between the sidewalk and curb in front of properties. Request that a tree be inspected for health, trimming, or removal, as necessary, by a certified arborist.","Trees","14","Inspect city tree","2009-11-02 00:00:00.0","3211-3233 SUBLETTE AVE","B","Inspect City Tree","","91534","882387.00000000","1008506.00000000","CLOSED","FORESTRY,","10"
"","St. Louis","","2009-11-14 00:00:00.0","2011-01-26 14:45:12.0","2009-10-13 13:04:21.0","Vacant Building, Unsecured","","Prpty Insp Exterior","50","Vacant building needs to be boarded up","2009-11-02 00:00:00.0","5308 GREER AV","B","Vacnt Bldg Unsecured","","91642","888403.00000000","1035079.00000000","CLOSED","BUILDING DIV,","01"
"","St. Louis","","2009-11-12 00:00:00.0","2009-11-12 09:30:17.0","2009-10-14 09:23:13.0","Inspect Private Tree","Trees on private property are the property owner's responsibility to maintain. However, Forestry can inspect potentially hazardous trees. ","Trees","60","Inspect private tree - possibly hazardous","2009-11-03 00:00:00.0","2506 HEBERT ST","B","Inspect Private Tree","","91834","903473.00000000","1027803.00000000","CLOSED","FORESTRY,","05"
"","","","2009-11-03 00:00:00.0","2009-11-03 16:22:18.0","2009-10-15 09:31:19.0","Inspect City Tree","The city maintains trees located in parks, medians, and in the ""tree lawn"" area located between the sidewalk and curb in front of properties. Request that a tree be inspected for health, trimming, or removal, as necessary, by a certified arborist.","Trees","44","Inspect city tree","2009-11-04 00:00:00.0","1229 MCCAUSLAND","B","Inspect City Tree","","92053","875264.00000000","1017937.00000000","CLOSED","FORESTRY,","24"
"","St. Louis","","2009-11-12 00:00:00.0","2009-11-12 15:52:05.0","2009-10-15 16:16:24.0","Inspect City Tree","The city maintains trees located in parks, medians, and in the ""tree lawn"" area located between the sidewalk and curb in front of properties. Request that a tree be inspected for health, trimming, or removal, as necessary, by a certified arborist.","Trees","08","Inspect city tree","2009-11-04 00:00:00.0","6741 DELOR ST","B","Inspect City Tree","","92268","874793.00000000","1001931.00000000","CLOSED","FORESTRY,","16"
"","St. Louis","","2009-11-03 00:00:00.0","2009-11-03 16:11:52.0","2009-10-16 09:09:42.0","Inspect City Tree","The city maintains trees located in parks, medians, and in the ""tree lawn"" area located between the sidewalk and curb in front of properties. Request that a tree be inspected for health, trimming, or removal, as necessary, by a certified arborist.","Trees","05","Inspect city tree","2009-11-05 00:00:00.0","5372 WEST AVE","B","Inspect City Tree","63116","92339","885195.00000000","1000055.00000000","CLOSED","FORESTRY,","14"
"","St. Louis","2009-10-16 09:38:58.0","","","2009-10-16 09:36:47.0","Short Term Initiativ","","NSO Initiatives","","","2010-07-13 00:00:00.0","1910 N FLORISSANT AVE","B","Short Term Initiativ","63106","92365","","","CANCEL","NST,",""
"","","","2009-11-03 00:00:00.0","2009-11-03 16:34:14.0","2009-10-16 11:22:15.0","Inspect City Tree","The city maintains trees located in parks, medians, and in the ""tree lawn"" area located between the sidewalk and curb in front of properties. Request that a tree be inspected for health, trimming, or removal, as necessary, by a certified arborist.","Trees","27","Inspect city tree","2009-11-05 00:00:00.0","4208 FLORA PL","B","Inspect City Tree","","92459","890380.00000000","1012249.00000000","CLOSED","FORESTRY,","08"
"","","","2009-10-27 00:00:00.0","2009-10-27 11:10:24.0","2009-10-16 11:51:24.0","Repeated resident mis-use","","Trash/Debris","76","Resident improperly disposing of refuse","2009-10-30 00:00:00.0","5628 PAMPLIN AVE","B","Impropr resdnt displ","63136","92484","890548.41300000","1046828.67800000","CLOSED","ENVIRONMENTAL INVESTIGATIONS,","27"
"","","","2009-10-01 00:00:00.0","2009-12-28 14:36:59.0","2009-10-16 12:19:19.0","Inspect Private Tree","Trees on private property are the property owner's responsibility to maintain. However, Forestry can inspect potentially hazardous trees. ","Trees","04","Inspect private tree - possibly hazardous","2009-11-05 00:00:00.0","4087 QUINCY","B","Inspect Private Tree","","92496","884571.00000000","994324.00000000","CLOSED","FORESTRY,","12"
"","","","2010-01-14 00:00:00.0","2010-01-14 15:45:11.0","2009-10-16 17:53:15.0","Requires Citizen Name & Number","","NSO Initiatives","06","NSO Block Request","2009-12-02 00:00:00.0","6639 S. KINGSHIGHWAY","B","NSO Block Request","","92651","881863.00000000","997045.00000000","CLOSED","NST,","12"
"","St. Louis","","2009-11-02 00:00:00.0","2009-11-02 11:12:43.0","2009-10-19 10:27:22.0","Inspect City Tree","The city maintains trees located in parks, medians, and in the ""tree lawn"" area located between the sidewalk and curb in front of properties. Request that a tree be inspected for health, trimming, or removal, as necessary, by a certified arborist.","Trees","07","Inspect city tree","2009-11-06 00:00:00.0","4945 BANCROFT AV","B","Inspect City Tree","","92810","884147.00000000","1003712.00000000","CLOSED","FORESTRY,","14"
"","","","2009-11-02 00:00:00.0","2010-02-03 12:10:21.0","2009-10-20 13:42:47.0","Inspect City Tree","The city maintains trees located in parks, medians, and in the ""tree lawn"" area located between the sidewalk and curb in front of properties. Request that a tree be inspected for health, trimming, or removal, as necessary, by a certified arborist.","Trees","78","Inspect city tree","2009-11-09 00:00:00.0","1326 BLACKSTONE","B","Inspect City Tree","","93280","882846.00000000","1031627.00000000","CLOSED","FORESTRY,","22"
"WEB","","","2009-11-02 00:00:00.0","2010-02-03 12:09:27.0","2009-10-21 08:21:47.0","Inspect City Tree","The city maintains trees located in parks, medians, and in the ""tree lawn"" area located between the sidewalk and curb in front of properties. Request that a tree be inspected for health, trimming, or removal, as necessary, by a certified arborist.","Trees","27","Inspect city tree","2009-11-10 00:00:00.0","4242 FLORA PL","B","Inspect City Tree","","93422","890038.00000000","1012290.00000000","CLOSED","FORESTRY,","08"
"WEB","","","2009-11-03 00:00:00.0","2009-11-03 16:23:51.0","2009-10-21 08:30:28.0","Inspect City Tree","The city maintains trees located in parks, medians, and in the ""tree lawn"" area located between the sidewalk and curb in front of properties. Request that a tree be inspected for health, trimming, or removal, as necessary, by a certified arborist.","Trees","07","Inspect city tree","2009-11-10 00:00:00.0","5007 BANCROFT","B","Inspect City Tree","","93429","883665.00000000","1003776.00000000","CLOSED","FORESTRY,","14"
"WEB","","","2009-11-09 00:00:00.0","2009-11-09 14:45:47.0","2009-10-21 08:41:18.0","Inspect City Tree","The city maintains trees located in parks, medians, and in the ""tree lawn"" area located between the sidewalk and curb in front of properties. Request that a tree be inspected for health, trimming, or removal, as necessary, by a certified arborist.","Trees","06","Inspect city tree","2009-11-10 00:00:00.0","5420 LOUGHBOROUGH","B","Inspect City Tree","","93438","879659.00000000","997737.00000000","CLOSED","FORESTRY,","12"
"","","","2009-10-21 00:00:00.0","2019-02-06 16:42:58.83","2009-10-21 10:38:55.0","Derelict Vehicle - Private Property","","Vehicles","25","Derelict vehicle on private property","2009-11-20 00:00:00.0","2904 S COMPTON ","B","Derelict-Privt Ppty","","93501","896003.00000000","1008630.00000000","CLOSED","NST,","06"
"","","","2009-10-21 00:00:00.0","2019-02-06 16:43:02.503","2009-10-21 10:42:59.0","Derelict Vehicle - Private Property","","Vehicles","25","Derelict vehicle on private property","2009-11-20 00:00:00.0","2904 S COMPTON ","B","Derelict-Privt Ppty","","93504","896003.00000000","1008630.00000000","CLOSED","NST,","06"
"","","2009-10-21 10:56:38.0","2009-10-21 00:00:00.0","","2009-10-21 10:49:08.0","Derelict Vehicle - Private Property","","Vehicles","25","Derelict vehicle on private property","2009-11-20 00:00:00.0","2904 S COMPTON","B","Derelict-Privt Ppty","","93506","896003.00000000","1008630.00000000","CANCEL","NST,","06"
"","","","2009-10-28 00:00:00.0","2009-11-09 16:10:01.0","2009-10-21 15:44:45.0","Derelict Vehicle - Private Property","","Vehicles","25","Derelict vehicle on private property","2009-11-20 00:00:00.0","3529 ARSENAL ST","B","Derelict-Privt Ppty","","93640","894219.00000000","1008437.00000000","CLOSED","NST,","08"
"","St. Louis","","2009-11-05 00:00:00.0","2014-02-12 10:36:40.643","2009-10-22 10:08:33.0","Inspect Private Tree","Trees on private property are the property owner's responsibility to maintain. However, Forestry can inspect potentially hazardous trees. ","Trees","78","Inspect private tree - possibly hazardous","2009-11-12 00:00:00.0","5741 WELLS AV","B","Inspect Private Tree","","93794","883123.00000000","1033137.00000000","CLOSED","FORESTRY,","22"
"","St. Louis","","2009-11-03 00:00:00.0","2009-11-03 16:26:28.0","2009-10-22 12:14:44.0","Inspect City Tree","The city maintains trees located in parks, medians, and in the ""tree lawn"" area located between the sidewalk and curb in front of properties. Request that a tree be inspected for health, trimming, or removal, as necessary, by a certified arborist.","Trees","15","Inspect city tree","2009-11-12 00:00:00.0","3201-3207 MORGAN FORD RD","B","Inspect City Tree","63116","93863","888201.00000000","1007620.00000000","CLOSED","FORESTRY,","10"
"","St. Louis","","2009-11-03 00:00:00.0","2009-11-03 15:24:26.0","2009-10-23 08:48:30.0","Inspect City Tree","The city maintains trees located in parks, medians, and in the ""tree lawn"" area located between the sidewalk and curb in front of properties. Request that a tree be inspected for health, trimming, or removal, as necessary, by a certified arborist.","Trees","09","Inspect city tree","2009-11-13 00:00:00.0","6648 BANCROFT AVE","B","Inspect City Tree","63109","94080","875521.00000000","1004664.00000000","CLOSED","FORESTRY,","23"
"","","","2009-10-29 00:00:00.0","2009-10-29 16:30:14.0","2009-10-23 15:08:39.0","Debris-Vacant Lot","","Trash/Debris","59","Debris on a vacant lot","2009-11-13 00:00:00.0","3118 EVANS AVE","B","Debris-Vacant Lot","63106","94277","899258.87100000","1024161.97000000","CLOSED","FORESTRY,","19"
"","","","2011-11-10 00:00:00.0","2011-11-10 19:08:27.0","2009-10-23 17:45:18.0","Short Term Initiativ","","NSO Initiatives","04","","2010-07-20 00:00:00.0","7320 GRAVOIS","B","Short Term Initiativ","","94322","879253.00000000","994402.00000000","CLOSED","NST,","12"
"","","","2011-11-10 00:00:00.0","2011-11-10 19:08:27.0","2009-10-23 17:45:18.0","Short Term Initiativ","","NSO Initiatives","04","","2010-07-20 00:00:00.0","7320 GRAVOIS","B","Short Term Initiativ","","94322","879253.00000000","994402.00000000","CLOSED","NST,","12"
"","St. Louis","","2009-11-05 00:00:00.0","2013-05-06 08:58:06.523","2009-10-26 09:13:16.0","Inspect Private Tree","Trees on private property are the property owner's responsibility to maintain. However, Forestry can inspect potentially hazardous trees. ","Trees","78","Inspect private tree - possibly hazardous","2009-11-16 00:00:00.0","5365 RIDGE AV","B","Inspect Private Tree","","94412","885436.00000000","1030965.00000000","CLOSED","FORESTRY,","26"
"","","","2009-10-29 00:00:00.0","2009-10-30 16:10:06.0","2009-10-26 09:51:05.0","Requires caller name and number","","Prpty Insp Interior","09","Insufficient heat","2009-11-04 00:00:00.0","4208 WATSON RD","B","Insufficient Heat","","94435","877015.00000000","1004987.00000000","CLOSED","COMM SANITATION,","23"
"","St. Louis","","2009-11-16 00:00:00.0","2009-11-16 08:49:46.0","2009-10-26 10:45:07.0","Property Maintenance Code - Exterior","","Prpty Insp Comml","46","Inspect for exterior building code violations","2009-11-16 00:00:00.0","6050 WESTMINSTER PL","B","Ppty Maint Code-Ext","","94473","878525.00000000","1026674.00000000","CLOSED","BUILDING DIV,","28"
"","","","2009-11-19 00:00:00.0","2011-10-25 08:56:08.0","2009-10-26 13:32:04.0","Inspect City Tree","The city maintains trees located in parks, medians, and in the ""tree lawn"" area located between the sidewalk and curb in front of properties. Request that a tree be inspected for health, trimming, or removal, as necessary, by a certified arborist.","Trees","01","Inspect city tree","2009-11-16 00:00:00.0","940 DOVER PL","B","Inspect City Tree","","94595","890660.00000000","994735.00000000","CLOSED","FORESTRY,","11"
"","","","2009-10-28 00:00:00.0","2009-12-29 11:54:38.0","2009-10-27 09:28:14.0","Debris-Vacant Bldg","","Trash/Debris","56","Debris around a vacant building","2009-11-17 00:00:00.0","4530 LABADIE","B","Debris-Vacant Bldg","","94755","893323.00000000","1031652.00000000","CLOSED","FORESTRY,","04"
"","St. Louis","","2009-10-29 00:00:00.0","2016-04-11 14:14:28.453","2009-10-27 13:07:03.0","Bulky items missed","","Trash/Debris","52","Weekly bulk collection missed","2009-10-30 00:00:00.0","5143 COTE BRILLIANTE","B","Bulky items missed","","94877","887829.00000000","1031889.00000000","CLOSED","REFUSE,","18"
"WEB","","","2010-01-27 00:00:00.0","2010-01-27 09:09:00.0","2009-10-28 08:24:33.0","Inspect City Tree","The city maintains trees located in parks, medians, and in the ""tree lawn"" area located between the sidewalk and curb in front of properties. Request that a tree be inspected for health, trimming, or removal, as necessary, by a certified arborist.","Trees","08","Inspect city tree","2009-11-18 00:00:00.0","5826 DELOR","B","Inspect City Tree","","95010","879069.00000000","1001587.00000000","CLOSED","FORESTRY,","16"
"","","","2009-11-25 00:00:00.0","2013-05-06 09:12:40.0","2009-10-28 08:31:51.0","Inspect Private Tree","Trees on private property are the property owner's responsibility to maintain. However, Forestry can inspect potentially hazardous trees. ","Trees","68","Inspect private tree - possibly hazardous","2009-11-18 00:00:00.0","4459 CLARENCE","B","Inspect Private Tree","","95015","897807.00000000","1035922.00000000","CLOSED","FORESTRY,","21"
"","St. Louis","","2009-11-02 00:00:00.0","2009-11-02 08:22:13.0","2009-10-28 10:32:22.0","Signals out of sync","","Traffic Signal","13","Traffic signals are not in sync with traffic flow","2009-11-02 00:00:00.0","S KINGSHIGHWAY BLVD & SHAW AV","A","Signals out of sync","","95075","886857.00000000","1013711.00000000","CLOSED","TRAFFIC DIVISION, 511","08"
"","","","2009-10-30 00:00:00.0","2009-10-30 14:45:06.0","2009-10-29 08:31:51.0","Enforce Ordinace","","Animals","01","Pet owner is not complying with animal laws","2009-11-09 00:00:00.0","817 FILLMORE","B","Enforce Ordinace","","95323","890892.00000000","994049.00000000","CLOSED","ANIMAL CARE,","11"
"","","","2009-11-24 00:00:00.0","2009-11-24 09:08:57.0","2009-10-29 12:28:17.0","Inspect City Tree","The city maintains trees located in parks, medians, and in the ""tree lawn"" area located between the sidewalk and curb in front of properties. Request that a tree be inspected for health, trimming, or removal, as necessary, by a certified arborist.","Trees","12","Inspect city tree","2009-11-19 00:00:00.0","5233 ELIZABETH AV","B","Inspect City Tree","","95484","884662.00000000","1012412.00000000","CLOSED","FORESTRY,","10"
"","","","2009-11-12 00:00:00.0","2009-11-12 15:52:23.0","2009-10-30 15:36:36.0","Inspect City Tree","The city maintains trees located in parks, medians, and in the ""tree lawn"" area located between the sidewalk and curb in front of properties. Request that a tree be inspected for health, trimming, or removal, as necessary, by a certified arborist.","Trees","08","Inspect city tree","2009-11-20 00:00:00.0","6610 DEVONSHIRE AV","B","Inspect City Tree","","95879","875790.00000000","1003482.00000000","CLOSED","FORESTRY,","16"
"","","","2011-02-28 00:00:00.0","2011-02-28 13:37:14.0","2009-10-30 18:00:00.0","Short Term Initiativ","","NSO Initiatives","04","","2010-07-27 00:00:00.0","4612 QUINCY","B","Short Term Initiativ","","95922","881700.00000000","995741.00000000","CLOSED","NST,","12"
"","St. Louis","","2009-11-18 00:00:00.0","2009-11-18 10:16:31.0","2009-11-02 11:40:39.0","Inspect City Tree","The city maintains trees located in parks, medians, and in the ""tree lawn"" area located between the sidewalk and curb in front of properties. Request that a tree be inspected for health, trimming, or removal, as necessary, by a certified arborist.","Trees","16","Inspect city tree","2009-11-23 00:00:00.0","4028 PENNSYLVANIA AV","B","Inspect City Tree","","96196","895809.00000000","1001076.00000000","CLOSED","FORESTRY,","20"
"","St. Louis","","2009-12-07 00:00:00.0","2009-12-07 16:27:02.0","2009-11-02 16:14:49.0","Inspect City Tree","The city maintains trees located in parks, medians, and in the ""tree lawn"" area located between the sidewalk and curb in front of properties. Request that a tree be inspected for health, trimming, or removal, as necessary, by a certified arborist.","Trees","08","Inspect city tree","2009-11-23 00:00:00.0","6312-4 BANCROFT AVE","B","Inspect City Tree","63109","96358","878069.00000000","1004335.00000000","CLOSED","FORESTRY,","16"
"WEB","","","2009-11-20 00:00:00.0","2013-05-06 09:12:59.0","2009-11-03 08:39:38.0","Inspect Private Tree","Trees on private property are the property owner's responsibility to maintain. However, Forestry can inspect potentially hazardous trees. ","Trees","43","Inspect private tree - possibly hazardous","2009-11-24 00:00:00.0","1518 FAIRMOUNT","B","Inspect Private Tree","","96404","877463.00000000","1016187.00000000","CLOSED","FORESTRY,","24"
"","St. Louis","","2009-11-18 00:00:00.0","2009-11-18 07:52:20.0","2009-11-03 14:27:12.0","Repeated resident mis-use","","Trash/Debris","15","Resident improperly disposing of refuse","2009-11-18 00:00:00.0","3941 POTOMAC ST","B","Impropr resdnt displ","63116","96640","890957.73600000","1005514.50700000","CLOSED","ENVIRONMENTAL INVESTIGATIONS,","15"
"","","","2010-01-06 00:00:00.0","2010-01-14 16:19:09.0","2009-11-03 15:43:39.0","Caller will be witness/has evidence","","Trash/Debris","43","I witnessed someone illegally dumping","2009-11-18 00:00:00.0","2211 MCCAUSLAND AVE","B","Illegal dumpg report","63143","96691","874728.01100000","1013832.92300000","CLOSED","ENVIRONMENTAL INVESTIGATIONS,","24"
"","","","2010-01-06 00:00:00.0","2010-01-14 16:19:09.0","2009-11-03 15:43:39.0","Caller will be witness/has evidence","","Trash/Debris","43","I witnessed someone illegally dumping","2009-11-18 00:00:00.0","2211 MCCAUSLAND AVE","B","Illegal dumpg report","63143","96691","874728.01100000","1013832.92300000","CLOSED","ENVIRONMENTAL INVESTIGATIONS,","24"
"","","","2009-11-04 00:00:00.0","2009-12-24 10:04:52.0","2009-11-04 15:32:17.0","Short Term Initiativ","","NSO Initiatives","13","","2010-07-30 00:00:00.0","2903 BRANNON","B","Short Term Initiativ","","96896","884213.00000000","1009859.00000000","CLOSED","NST,","08"
"","","","2016-11-29 07:54:19.033","2016-11-29 07:54:19.033","2009-11-05 10:06:17.0","Derelict Vehicle - Private Property","","Vehicles","25","Derelict vehicle on private property","2009-12-09 00:00:00.0","2922 VIRGINIA","B","Derelict-Privt Ppty","","96991","895652.00000000","1008533.00000000","CLOSED","NST,","06"
"WEB","","","2009-12-05 00:00:00.0","2009-12-05 10:15:16.0","2009-11-05 11:06:56.0","Vacant Building, Unsecured","","Prpty Insp Exterior","56","Vacant building needs to be boarded up","2009-11-30 00:00:00.0","4561 Cote Brilliante  ","B","Vacnt Bldg Unsecured","","97010","891956.00000000","1029439.00000000","CLOSED","BUILDING DIV,","04"
"","","","2009-11-05 00:00:00.0","2009-11-09 12:01:49.0","2009-11-05 11:22:59.0","Street Division","","Miscellaneous","14","Misc request to Street Division","2009-11-30 00:00:00.0","POTOMAC ST & SULPHUR AVE","B","Misc-Street Div","63139","97019","880010.84000000","1006745.41700000","CLOSED","STREET DIVISION, 514","23"
"WEB","","","2009-12-17 00:00:00.0","2009-12-17 14:33:41.0","2009-11-05 13:49:48.0","Inspect City Tree","The city maintains trees located in parks, medians, and in the ""tree lawn"" area located between the sidewalk and curb in front of properties. Request that a tree be inspected for health, trimming, or removal, as necessary, by a certified arborist.","Trees","09","Inspect city tree","2009-11-30 00:00:00.0","6443 MARQUETTE","B","Inspect City Tree","","97099","877662.00000000","1007460.00000000","CLOSED","FORESTRY,","23"
"","St. Louis","2009-11-05 15:18:34.0","","","2009-11-05 14:57:34.0","Short Term Initiativ","","NSO Initiatives","","","2010-08-02 00:00:00.0","1600-38 CARVER LN","B","Short Term Initiativ","63106","97129","","","CANCEL","NST,","05"
"","","","2009-11-19 00:00:00.0","2009-11-19 11:00:47.0","2009-11-06 10:32:00.0","Inspect City Tree","The city maintains trees located in parks, medians, and in the ""tree lawn"" area located between the sidewalk and curb in front of properties. Request that a tree be inspected for health, trimming, or removal, as necessary, by a certified arborist.","Trees","03","Inspect city tree","2009-12-01 00:00:00.0","3895 FEDERER PL","B","Inspect City Tree","","97301","887722.00000000","995239.00000000","CLOSED","FORESTRY,","11"
"","","","2009-11-20 00:00:00.0","2013-05-06 09:13:07.0","2009-11-06 12:20:39.0","Inspect Private Tree","Trees on private property are the property owner's responsibility to maintain. However, Forestry can inspect potentially hazardous trees. ","Trees","72","Inspect private tree - possibly hazardous","2009-12-01 00:00:00.0","4738 WREN","B","Inspect Private Tree","","97378","889157.00000000","1042038.00000000","CLOSED","FORESTRY,","27"
"","","2009-11-06 14:26:09.0","","","2009-11-06 12:51:24.0","Derelict Vehicle - Private Property","","Vehicles","","Derelict vehicle on private property","2009-12-10 00:00:00.0","","B","Derelict-Privt Ppty","","97395","","","CANCEL","NST,",""
"","St. Louis","","2009-11-18 00:00:00.0","2009-11-18 10:19:20.0","2009-11-06 13:33:10.0","Inspect City Tree","The city maintains trees located in parks, medians, and in the ""tree lawn"" area located between the sidewalk and curb in front of properties. Request that a tree be inspected for health, trimming, or removal, as necessary, by a certified arborist.","Trees","15","Inspect city tree","2009-12-01 00:00:00.0","4125 WYOMING ST","B","Inspect City Tree","63116","97419","889753.00000000","1007600.00000000","CLOSED","FORESTRY,","15"
"","","","2011-04-15 00:00:00.0","2011-04-15 17:36:16.0","2009-11-06 16:20:39.0","Short Term Initiativ","","NSO Initiatives","06","","2010-08-03 00:00:00.0","6977 GRAVOIS","B","Short Term Initiativ","","97555","880963.00000000","995981.00000000","CLOSED","NST,","12"
"","","","2011-11-10 00:00:00.0","2011-11-10 19:16:27.0","2009-11-06 16:34:26.0","Short Term Initiativ","","NSO Initiatives","06","","2010-08-03 00:00:00.0","4914 LOUGHBOROUGH","B","Short Term Initiativ","","97562","881444.00000000","996539.00000000","CLOSED","NST,","12"
"WEB","","","2009-11-19 00:00:00.0","2009-11-19 10:56:01.0","2009-11-09 10:56:30.0","Inspect City Tree","The city maintains trees located in parks, medians, and in the ""tree lawn"" area located between the sidewalk and curb in front of properties. Request that a tree be inspected for health, trimming, or removal, as necessary, by a certified arborist.","Trees","06","Inspect city tree","2009-12-02 00:00:00.0","5457 LOUGHBOROUGH","B","Inspect City Tree","","97781","879276.00000000","997993.00000000","CLOSED","FORESTRY,","12"
"","St. Louis","","2009-12-07 00:00:00.0","2009-12-07 16:38:21.0","2009-11-09 11:10:18.0","Inspect City Tree","The city maintains trees located in parks, medians, and in the ""tree lawn"" area located between the sidewalk and curb in front of properties. Request that a tree be inspected for health, trimming, or removal, as necessary, by a certified arborist.","Trees","08","Inspect city tree","2009-12-02 00:00:00.0","5934 JAMIESON AV","B","Inspect City Tree","","97802","876439.00000000","999187.00000000","CLOSED","FORESTRY,","16"
"","St. Louis","","2009-11-19 00:00:00.0","2009-11-19 10:57:23.0","2009-11-10 09:23:26.0","Inspect City Tree","The city maintains trees located in parks, medians, and in the ""tree lawn"" area located between the sidewalk and curb in front of properties. Request that a tree be inspected for health, trimming, or removal, as necessary, by a certified arborist.","Trees","08","Inspect city tree","2009-12-03 00:00:00.0","6918-20 JAMIESON AVE","B","Inspect City Tree","63109","98173","876886.00000000","997977.00000000","CLOSED","FORESTRY,","12"
"","","","2009-12-01 00:00:00.0","2013-05-06 09:13:16.0","2009-11-10 15:11:30.0","Inspect Private Tree","Trees on private property are the property owner's responsibility to maintain. However, Forestry can inspect potentially hazardous trees. ","Trees","59","Inspect private tree - possibly hazardous","2009-12-03 00:00:00.0","3841 LABADIE","B","Inspect Private Tree","","98423","898789.00000000","1028878.00000000","CLOSED","FORESTRY,","03"
"","","","2009-12-01 00:00:00.0","2013-05-06 09:13:16.0","2009-11-10 15:11:30.0","Inspect Private Tree","Trees on private property are the property owner's responsibility to maintain. However, Forestry can inspect potentially hazardous trees. ","Trees","59","Inspect private tree - possibly hazardous","2009-12-03 00:00:00.0","3841 LABADIE","B","Inspect Private Tree","","98423","898789.00000000","1028878.00000000","CLOSED","FORESTRY,","03"
"","St. Louis","","2009-11-18 00:00:00.0","2009-11-18 10:14:37.0","2009-11-10 15:34:37.0","Inspect City Tree","The city maintains trees located in parks, medians, and in the ""tree lawn"" area located between the sidewalk and curb in front of properties. Request that a tree be inspected for health, trimming, or removal, as necessary, by a certified arborist.","Trees","27","Inspect city tree","2009-12-03 00:00:00.0","4056 BOTANICAL AV","B","Inspect City Tree","","98453","891348.00000000","1010838.00000000","CLOSED","FORESTRY,","08"
"","","","2009-11-13 00:00:00.0","2009-11-24 09:34:08.0","2009-11-12 10:18:57.0","Debris-Vacant Lot","","Trash/Debris","08","Debris on a vacant lot","2009-12-04 00:00:00.0","6459 SUTHERLAND","B","Debris-Vacant Lot","","98697","876751.00000000","1004332.00000000","CLOSED","FORESTRY,","16"
"","","","2009-12-07 00:00:00.0","2011-02-10 10:28:58.0","2009-11-12 13:47:06.0","Inspect Private Tree","Trees on private property are the property owner's responsibility to maintain. However, Forestry can inspect potentially hazardous trees. ","Trees","08","Inspect private tree - possibly hazardous","2009-12-04 00:00:00.0","33 WILMORE RD","B","Inspect Private Tree","","98867","874818.00000000","1000165.00000000","CLOSED","FORESTRY,","16"
"","St. Louis","","2009-11-23 00:00:00.0","2009-11-23 15:03:35.0","2009-11-13 08:09:20.0","Bagged Leaf Pickup","","Trash/Debris","43","Roll Cart customer request for bagged leaf pickup","2009-11-13 00:00:00.0","7036 DALE AV","B","Bagged Leaf Pickup","","98953","874880.00000000","1017023.00000000","CLOSED","REFUSE,","24"
"","","","2009-12-17 00:00:00.0","2009-12-17 11:26:29.0","2009-11-13 09:26:00.0","Graffiti-Private","","Graffiti","16","Graffiti on private property","2009-12-07 00:00:00.0","2900 CHIPPEWA","B","Graffiti-Private","","99032","896243.00000000","1002596.00000000","CLOSED","OP BRIGHTSIDE,","20"
"","St. Louis","","2009-12-05 00:00:00.0","2009-12-05 11:36:32.0","2009-11-13 10:49:22.0","Illegal Use, Open Storage","Any zoning code violations, including derelict vehicles, appliances, etc. on private property","Prpty Insp Exterior","56","Inspect for violation of zoning code (including open storage)","2009-12-07 00:00:00.0","4114 LEXINGTON AV","B","Illegl Use-Opn Storg","","99104","897842.00000000","1030846.00000000","CLOSED","BUILDING DIV,","21"
"","","","2009-12-07 00:00:00.0","2009-12-07 12:17:02.0","2009-11-16 11:23:26.0","Caller Contact Info Required","","Prpty Insp Comml","25","Inspect for interior building code violations","2009-12-08 00:00:00.0","2328 ARKANSAS ","B","Ppty Maint Code-Int","","99460","894977.00000000","1010589.00000000","CLOSED","BUILDING DIV,","06"
