"CALLERTYPE","CITY","DATECANCELLED","DATEINVTDONE","DATETIMECLOSED","DATETIMEINIT","DESCRIPTION","EXPLANATION","GROUP","NEIGHBORHOOD","PLAIN_ENGLISH_NAME_FOR_PROBLEMCODE","PRJCOMPLETEDATE","PROBADDRESS","PROBADDTYPE","PROBLEMCODE","PROBZIP","REQUESTID","SRX","SRY","STATUS","SUBMITTO","WARD"
"","","","2012-11-13 09:24:50.0","2012-11-13 09:24:50.0","2012-11-01 12:47:21.0","Inspect City Tree","The city maintains trees located in parks, medians, and in the ""tree lawn"" area located between the sidewalk and curb in front of properties. Request that a tree be inspected for health, trimming, or removal, as necessary, by a certified arborist.","Trees","25","Inspect city tree","2012-11-26 00:00:00.0","3525 ARSENAL ST","B","Inspect City Tree","","438565","894251.00000000","1008432.00000000","CLOSED","FORESTRY,","08"
"","","","2012-12-10 10:21:17.0","2012-12-10 10:21:17.0","2012-11-01 13:07:14.0","Enforce Ordinace","","Animals","13","Pet owner is not complying with animal laws","2012-11-26 00:00:00.0","2801 S 59TH ST","B","Enforce Ordinace","","438576","881008.00000000","1010702.00000000","CLOSED","ANIMAL CARE,","10"
"","","","2012-12-10 10:21:17.0","2012-12-10 10:21:17.0","2012-11-01 13:07:14.0","Enforce Ordinace","","Animals","13","Pet owner is not complying with animal laws","2012-11-26 00:00:00.0","2801 S 59TH ST","B","Enforce Ordinace","","438576","881008.00000000","1010702.00000000","CLOSED","ANIMAL CARE,","10"
"","St. Louis","","2012-11-01 14:48:52.0","2013-05-06 11:52:12.0","2012-11-01 14:48:43.0","Derelict Vehicle - Private Property","","Vehicles","63","Derelict vehicle on private property","2012-12-05 00:00:00.0","1445 MONROE ST","B","Derelict-Privt Ppty","63106","438601","906615.00000000","1024587.00000000","CLOSED","NST,","05"
"","","","2012-11-01 15:23:49.0","2012-11-01 15:23:57.0","2012-11-01 15:23:44.0","Short Term Initiativ","","NSO Initiatives","16","","2013-07-29 00:00:00.0","3904 DUNNICA","B","Short Term Initiativ","","438624","890505.00000000","1003267.00000000","CLOSED","NST,","25"
"","","","2012-11-28 16:48:12.0","2012-11-28 16:48:12.0","2012-11-01 15:31:37.0","Vacant Unit Appeal","","Trash/Debris","13","Appeal refuse/solid waste fee","2012-11-13 00:00:00.0","4450 CASTLEMAN","B","Vacant Unit Appeal","","438626","888539.00000000","1013174.00000000","CLOSED","REFUSE,","08"
"","","","2012-11-28 11:35:21.0","2012-11-28 11:37:36.0","2012-11-01 15:54:15.0","Inspect Private Tree","Trees on private property are the property owner's responsibility to maintain. However, Forestry can inspect potentially hazardous trees. ","Trees","38","Inspect private tree - possibly hazardous","2012-11-26 00:00:00.0","4101 WEST PINE BLVD","B","Inspect Private Tree","","438632","892641.00000000","1021565.00000000","CLOSED","FORESTRY,","17"
"","","","2012-11-26 09:43:03.0","2016-02-02 09:34:36.643","2012-11-01 16:46:53.0","Inspect City Tree","The city maintains trees located in parks, medians, and in the ""tree lawn"" area located between the sidewalk and curb in front of properties. Request that a tree be inspected for health, trimming, or removal, as necessary, by a certified arborist.","Trees","06","Inspect city tree","2012-11-26 00:00:00.0","5700 GRESHAM ST","B","Inspect City Tree","","438650","879513.00000000","998235.00000000","CLOSED","FORESTRY,","12"
"","","","2013-08-28 09:20:17.06","2013-08-28 09:20:17.06","2012-11-02 08:59:53.0","Short Term Initiativ","","NSO Initiatives","76","","2013-07-30 00:00:00.0","GOODFELLOW & LILLIAN ","A","Short Term Initiativ","","438694","887741.00000000","1044365.00000000","CLOSED","NST,","27"
"DEPT_REF","","","2012-12-06 15:24:19.0","2012-12-06 15:24:21.0","2012-11-02 09:12:00.0","Building Division","","Miscellaneous","77","Misc request to Building Division","2012-11-27 00:00:00.0","3807 WINDSOR PL","B","Misc-Building Div","","438708","896503.00000000","1023767.00000000","CLOSED","BUILDING DIV,","18"
"WEB","St. Louis","","2013-05-16 13:54:23.387","2013-05-16 13:54:23.387","2012-11-02 10:01:42.0","Enforce Ordinace","","Animals","30","Pet owner is not complying with animal laws","2012-11-27 00:00:00.0","3159 OREGON AV","B","Enforce Ordinace","63118","438728","897225.00000000","1006944.00000000","CLOSED","ANIMAL CARE,","09"
"","St. Louis","","2013-05-16 13:54:23.387","2013-05-16 13:54:23.387","2012-11-02 10:01:42.0","Enforce Ordinace","","Animals","30","Pet owner is not complying with animal laws","2012-11-27 00:00:00.0","3159 OREGON AV","B","Enforce Ordinace","63118","438728","897225.00000000","1006944.00000000","CLOSED","ANIMAL CARE,","09"
"","","","2012-11-27 09:06:12.0","2012-11-27 09:06:32.0","2012-11-02 11:39:17.0","Inspect City Tree","The city maintains trees located in parks, medians, and in the ""tree lawn"" area located between the sidewalk and curb in front of properties. Request that a tree be inspected for health, trimming, or removal, as necessary, by a certified arborist.","Trees","01","Inspect city tree","2012-11-27 00:00:00.0","5529 LOUISIANA AVE","B","Inspect City Tree","","438791","891075.00000000","995785.00000000","CLOSED","FORESTRY,","13"
"PHONE","","","2012-11-02 12:50:21.0","2012-11-05 08:46:30.0","2012-11-02 12:50:31.0","Stump Removal","","Trees","04","Request for removal of city tree stump","2013-05-21 00:00:00.0","4139 TYROLEAN","B","Stump Removal","","438828","884662.00000000","995026.00000000","CLOSED","FORESTRY,","13"
"","St. Louis","","2012-11-06 11:25:35.0","2012-12-21 09:49:52.0","2012-11-02 13:27:09.0","Weeds-Occupied Ppty","","Weeds/Grass","58","Inspect occupied property for high grass/weeds","2012-11-27 00:00:00.0","4180 WEST BELLE PL","B","Weeds-Occupied Ppty","","438843","893424.00000000","1025009.00000000","CLOSED","FORESTRY,","18"
"","St. Louis","","2012-11-06 08:27:20.0","2012-11-06 08:27:20.0","2012-11-02 13:29:28.0","Debris-alley/street","","Trash/Debris","58","Debris dumped in the street or alley","2012-11-07 00:00:00.0","4209 ENRIGHT AVE","B","Debris-alley/street","","438845","893067.00000000","1024946.00000000","CLOSED","REFUSE,","18"
"","","","2012-11-05 12:50:55.0","2012-11-05 12:50:55.0","2012-11-02 13:30:48.0","Debris-Occupied Bldg","","Trash/Debris","58","Debris on an occupied property","2012-11-27 00:00:00.0","4119 ENRIGHT AVE","B","Debris-Occupied Bldg","","438846","893829.00000000","1024523.00000000","CLOSED","FORESTRY,","18"
"","","","2012-11-06 11:30:07.0","2012-11-28 16:45:31.0","2012-11-02 13:45:27.0","Debris-Occupied Bldg","","Trash/Debris","58","Debris on an occupied property","2012-11-27 00:00:00.0","4149 ENRIGHT AVE","B","Debris-Occupied Bldg","","438850","893573.00000000","1024666.00000000","CLOSED","FORESTRY,","18"
"","","","2012-11-02 14:06:08.0","2012-11-02 14:06:47.0","2012-11-02 14:06:48.0","Inspect City Tree","The city maintains trees located in parks, medians, and in the ""tree lawn"" area located between the sidewalk and curb in front of properties. Request that a tree be inspected for health, trimming, or removal, as necessary, by a certified arborist.","Trees","08","Inspect city tree","2012-11-27 00:00:00.0","5858 LORAN","B","Inspect City Tree","","438861","878676.00000000","1000960.00000000","CLOSED","FORESTRY,","16"
"","St. Louis","","2012-11-02 15:50:03.0","2013-03-04 12:22:00.0","2012-11-02 14:15:37.0","Debris-Vacant Lot","","Trash/Debris","58","Debris on a vacant lot","2012-11-27 00:00:00.0","1018 WHITTIER ST","B","Debris-Vacant Lot","","438867","893489.00000000","1025337.00000000","CLOSED","FORESTRY,","18"
"","","","2012-11-02 15:50:37.0","2013-05-06 12:01:02.0","2012-11-02 15:50:32.0","Inspect Private Tree","Trees on private property are the property owner's responsibility to maintain. However, Forestry can inspect potentially hazardous trees. ","Trees","24","Inspect private tree - possibly hazardous","2012-11-27 00:00:00.0","2612 ANN","B","Inspect Private Tree","","438891","899480.00000000","1011138.00000000","CLOSED","FORESTRY,","06"
"","St. Louis","","2013-05-10 11:54:21.377","2013-05-10 11:54:21.377","2012-11-02 16:26:40.0","Name/# required, Notify 657-1500","test","Animals","07","Report a dangerous dog","2012-11-14 00:00:00.0","4953 WALSH ST","B","Dangerous Dog","63109","438908","882977.00000000","1000911.00000000","CLOSED","ANIMAL CARE,","14"
"","St. Louis","","2013-05-16 13:56:51.013","2013-05-16 13:56:51.013","2012-11-02 16:37:02.0","Enforce Ordinace","","Animals","55","Pet owner is not complying with animal laws","2012-11-27 00:00:00.0","4745 GREER AVE","B","Enforce Ordinace","63115","438915","892090.00000000","1033024.00000000","CLOSED","ANIMAL CARE,","01"
"","","","2013-08-02 17:04:58.0","2013-08-02 17:04:58.51","2012-11-02 17:04:39.0","Short Term Initiativ","","NSO Initiatives","04","","2013-07-30 00:00:00.0","4620 QUINCY","B","Short Term Initiativ","","438918","881653.00000000","995802.00000000","CLOSED","NST,","12"
"","","","2013-08-02 17:07:52.877","2013-08-02 17:07:52.877","2012-11-02 17:14:25.0","Short Term Initiativ","","NSO Initiatives","04","","2013-07-30 00:00:00.0","4616 QUINCY","B","Short Term Initiativ","","438919","881675.00000000","995774.00000000","CLOSED","NST,","12"
"","","","2013-08-09 19:15:38.01","2013-08-09 19:15:38.01","2012-11-02 17:49:07.0","Short Term Initiativ","","NSO Initiatives","04","","2013-07-30 00:00:00.0","4612 LOUGHBOROUGH","B","Short Term Initiativ","","438922","882095.00000000","995992.00000000","CLOSED","NST,","12"
"","","","2013-08-09 19:16:15.313","2013-08-09 19:16:15.313","2012-11-02 18:48:55.0","Short Term Initiativ","","NSO Initiatives","04","","2013-07-30 00:00:00.0","6527 PARKWOOD PL","B","Short Term Initiativ","","438929","884045.00000000","996200.00000000","CLOSED","NST,","12"
"","","","","","2012-11-05 08:24:59.0","Caller Name/# required","","Animals","68","Report stray cat(s)","2012-11-15 00:00:00.0","4214 W FARLIN AVE","B","Stray Cat","","438957","896732.00000000","1033425.00000000","Cancel","TNR,","21"
"","","","2012-11-27 09:04:51.0","2012-11-27 09:05:18.0","2012-11-05 08:48:51.0","Inspect City Tree","The city maintains trees located in parks, medians, and in the ""tree lawn"" area located between the sidewalk and curb in front of properties. Request that a tree be inspected for health, trimming, or removal, as necessary, by a certified arborist.","Trees","04","Inspect city tree","2012-11-28 00:00:00.0","4116 HAVEN","B","Inspect City Tree","","438970","884651.00000000","995194.00000000","CLOSED","FORESTRY,","13"
"","St. Louis","","2013-05-16 13:59:16.863","2013-05-16 13:59:16.863","2012-11-05 11:23:55.0","Enforce Ordinace","","Animals","17","Pet owner is not complying with animal laws","2012-11-28 00:00:00.0","4746 S BROADWAY","B","Enforce Ordinace","","439035","895648.00000000","996316.00000000","CLOSED","ANIMAL CARE,","09"
"","St. Louis","","2012-11-08 13:39:28.0","2012-11-08 13:39:30.0","2012-11-05 12:26:10.0","Illegal Use, Open Storage","Any zoning code violations, including derelict vehicles, appliances, etc. on private property","Prpty Insp Exterior","32","Inspect for violation of zoning code (including open storage)","2012-11-28 00:00:00.0","2354 RUTGER ST","B","Illegl Use-Opn Storg","","439062","900257.00000000","1014216.00000000","CLOSED","BUILDING DIV,","06"
"","St. Louis","","2012-11-09 11:24:11.0","2012-11-09 11:24:13.0","2012-11-05 12:35:02.0","Vacant Building, Unsecured","","Prpty Insp Exterior","63","Vacant building needs to be boarded up","2012-11-28 00:00:00.0","1449 CLINTON ST","B","Vacnt Bldg Unsecured","","439067","906762.00000000","1024323.00000000","CLOSED","BUILDING DIV,","05"
"","St. Louis","","2012-11-09 11:24:11.0","2012-11-09 11:24:13.0","2012-11-05 12:35:02.0","Vacant Building, Unsecured","","Prpty Insp Exterior","63","Vacant building needs to be boarded up","2012-11-28 00:00:00.0","1449 CLINTON ST","B","Vacnt Bldg Unsecured","","439067","906762.00000000","1024323.00000000","CLOSED","BUILDING DIV,","05"
"","","","2012-11-13 00:00:00.0","2012-11-20 10:29:07.0","2012-11-05 13:45:45.0","Land Reutilization Authority","","Trees","69","Inspect tree on LRA property","2012-12-20 00:00:00.0","4801 NATURAL BRIDGE AVE","B","LRA Tree","","439090","892803.00000000","1034377.00000000","CLOSED","LRA,","01"
"","","","2012-11-14 11:30:12.0","2012-11-14 11:30:12.0","2012-11-05 13:59:53.0","Inspect City Tree","The city maintains trees located in parks, medians, and in the ""tree lawn"" area located between the sidewalk and curb in front of properties. Request that a tree be inspected for health, trimming, or removal, as necessary, by a certified arborist.","Trees","74","Inspect city tree","2012-11-28 00:00:00.0","8506 CHURCH RD","B","Inspect City Tree","","439102","896462.00000000","1049485.00000000","CLOSED","FORESTRY,","02"
"","","","2012-12-07 13:44:34.0","2012-12-07 13:44:38.0","2012-11-05 14:04:28.0","Property Maintenance Code - Exterior","","Prpty Insp Comml","02","Inspect for exterior building code violations","2012-11-28 00:00:00.0","7917 WATER ST","B","Ppty Maint Code-Ext","","439104","888787.00000000","987127.00000000","CLOSED","BUILDING DIV,","11"
"","","","2013-05-16 14:00:49.03","2013-05-16 14:00:49.03","2012-11-05 14:22:11.0","Enforce Ordinace","","Animals","52","Pet owner is not complying with animal laws","2012-11-28 00:00:00.0","5152 PALM ST","B","Enforce Ordinace","","439116","889774.00000000","1035438.00000000","CLOSED","ANIMAL CARE,","01"
"","","","2012-11-19 11:25:15.0","2012-11-19 11:25:15.0","2012-11-05 15:09:43.0","Inspect City Tree","The city maintains trees located in parks, medians, and in the ""tree lawn"" area located between the sidewalk and curb in front of properties. Request that a tree be inspected for health, trimming, or removal, as necessary, by a certified arborist.","Trees","09","Inspect city tree","2012-11-28 00:00:00.0","6044 ARTHUR AVE","B","Inspect City Tree","","439123","879126.00000000","1007739.00000000","CLOSED","FORESTRY,","23"
"","St. Louis","","2012-11-26 10:09:18.0","2012-11-26 10:09:18.0","2012-11-05 16:37:08.0","Inspect City Tree","The city maintains trees located in parks, medians, and in the ""tree lawn"" area located between the sidewalk and curb in front of properties. Request that a tree be inspected for health, trimming, or removal, as necessary, by a certified arborist.","Trees","30","Inspect city tree","2012-11-28 00:00:00.0","3019-21 WYOMING ST","B","Inspect City Tree","63118","439155","896428.00000000","1006771.00000000","CLOSED","FORESTRY,","09"
"","","","2013-05-16 14:02:27.517","2013-05-16 14:02:27.517","2012-11-05 16:42:41.0","Enforce Ordinace","","Animals","74","Pet owner is not complying with animal laws","2012-11-28 00:00:00.0","8933 ANNETTA ST","B","Enforce Ordinace","","439159","895038.00000000","1051218.00000000","CLOSED","ANIMAL CARE,","02"
"","","","2013-04-03 11:54:18.0","2013-04-03 11:54:18.0","2012-11-06 08:16:30.0","License Collector","","Miscellaneous","12","","2012-11-29 00:00:00.0","2117 SUBLETTE","B","Misc-License Coll","","439196","882744.00000000","1013350.00000000","CLOSED","LICENSE COLL,","10"
"","","","","","2012-11-06 10:18:40.0","Caller Name/# required","","Animals","74","Report stray cat(s)","2012-11-16 00:00:00.0","617 JACKSON ST","B","Stray Cat","","439250","898346.00000000","1053165.00000000","Cancel","TNR,","02"
"","","","2012-11-26 09:41:40.0","2012-11-26 09:41:40.0","2012-11-06 10:44:10.0","Inspect City Tree","The city maintains trees located in parks, medians, and in the ""tree lawn"" area located between the sidewalk and curb in front of properties. Request that a tree be inspected for health, trimming, or removal, as necessary, by a certified arborist.","Trees","02","Inspect city tree","2012-11-29 00:00:00.0","7801 MINNESOTA VE","B","Inspect City Tree","","439269","888317.00000000","988230.00000000","CLOSED","FORESTRY,","11"
"","","","2012-11-08 00:00:00.0","2012-11-08 20:56:01.0","2012-11-06 11:18:28.0","Bad Condition","","Right of Way Issues","64","Bad condition in the right of way","2012-11-16 00:00:00.0","1619 S 7TH AVE","B","Bad Condition","","439290","909628.00000000","1022688.00000000","CLOSED","STREET DEPT, 510","05"
"","","","2012-11-14 16:08:41.0","2012-11-14 16:08:41.0","2012-11-06 11:37:42.0","Enforce Ordinace","","Animals","50","Pet owner is not complying with animal laws","2012-11-29 00:00:00.0","5541 ST LOUIS AVE","B","Enforce Ordinace","","439308","886363.00000000","1035749.00000000","CLOSED","ANIMAL CARE,","22"
"","St. Louis","","2012-11-08 14:49:05.0","2012-11-08 14:49:05.0","2012-11-06 11:39:58.0","Recycling not collec","","Recycling","28","Recycling (residential) not collected","2012-11-09 00:00:00.0","1433 KENTUCKY AVE","B","Recycling not collec","63110","439309","891213.00000000","1016294.00000000","CLOSED","REFUSE,","17"
"","St. Louis","","2012-11-14 11:32:51.0","2012-11-14 11:32:51.0","2012-11-06 12:26:29.0","Inspect City Tree","The city maintains trees located in parks, medians, and in the ""tree lawn"" area located between the sidewalk and curb in front of properties. Request that a tree be inspected for health, trimming, or removal, as necessary, by a certified arborist.","Trees","69","Inspect city tree","2012-11-29 00:00:00.0","4859 MARGARETTA AVE","B","Inspect City Tree","","439320","892752.00000000","1035500.00000000","CLOSED","FORESTRY,","01"
"WEB","St. Louis","","2013-01-07 10:01:08.0","2013-04-19 10:54:26.347","2012-11-06 13:04:11.0","Lead Inspection","","Prpty Insp Interior","19","Inspect for lead paint","2012-12-21 00:00:00.0","3715 TEXAS AV","B","Lead Insp","63118","439334","897904.00000000","1002912.00000000","CLOSED","BLDG LEAD INSP,","20"
"","","","2012-11-20 12:32:44.0","2012-11-20 12:32:44.0","2012-11-06 13:43:04.0","Inspect Private Tree","Trees on private property are the property owner's responsibility to maintain. However, Forestry can inspect potentially hazardous trees. ","Trees","14","Inspect private tree - possibly hazardous","2012-11-29 00:00:00.0","3442 REGAL PL","B","Inspect Private Tree","","439362","881805.00000000","1006933.00000000","CLOSED","FORESTRY,","23"
"WEB","St. Louis","","2012-11-07 08:38:22.0","2012-11-08 08:38:22.0","2012-11-06 13:54:32.0","Land Reutilization Authority","","LRA","68","Board up LRA property","2012-12-21 00:00:00.0","4415 RED BUD AV","B","LRA Board up","63115","439378","898333.00000000","1034940.00000000","CLOSED","LRA,","21"
"","","","2013-08-20 14:30:59.21","2013-08-20 14:31:14.23","2012-11-06 15:08:32.0","Short Term Initiativ","","NSO Initiatives","08","","2013-08-01 00:00:00.0","6269 DELOR","B","Short Term Initiativ","","439429","877835.00000000","1001935.00000000","CLOSED","NST,","16"
"WEB","St. Louis","","2012-11-14 11:28:59.0","2012-11-14 11:28:59.0","2012-11-06 16:17:37.0","Inspect City Tree","The city maintains trees located in parks, medians, and in the ""tree lawn"" area located between the sidewalk and curb in front of properties. Request that a tree be inspected for health, trimming, or removal, as necessary, by a certified arborist.","Trees","34","Inspect city tree","2012-11-30 00:00:00.0","S TUCKER BLVD & LAFAYETTE AVE","A","Inspect City Tree","","439464","904150.00000000","1012074.00000000","CLOSED","FORESTRY,","07"
"","","","2012-11-07 08:33:06.0","2012-11-07 08:33:30.0","2012-11-07 08:32:56.0","Inspect City Tree","The city maintains trees located in parks, medians, and in the ""tree lawn"" area located between the sidewalk and curb in front of properties. Request that a tree be inspected for health, trimming, or removal, as necessary, by a certified arborist.","Trees","21","Inspect city tree","2012-11-30 00:00:00.0","2619 S 11TH","B","Inspect City Tree","","439491","902591.00000000","1007926.00000000","CLOSED","FORESTRY,","09"
"","","","2012-11-08 00:00:00.0","2012-11-09 18:10:25.0","2012-11-07 08:44:09.0","Illegal Use","","Right of Way Issues","23","Illegal use of city right of way, someone is blocking city right of way","2012-11-26 00:00:00.0","2224 MISSOURI","B","Illegal Use","","439498","900341.00000000","1010582.00000000","CLOSED","STREET DEPT, 510","07"
"","","","2012-11-13 13:11:04.0","2013-05-06 11:52:12.0","2012-11-07 09:34:30.0","Derelict Vehicle - Private Property","","Vehicles","09","Derelict vehicle on private property","2012-12-11 00:00:00.0","6968 LINDENWOOD","B","Derelict-Privt Ppty","","439537","874044.00000000","1005626.00000000","CLOSED","NST,","23"
"","St. Louis","","2013-05-16 16:41:29.153","2013-05-16 16:41:53.603","2012-11-07 10:17:15.0","Opt Out Applctn Req","","Trash/Debris","44","Request application to opt-out and get own private waste hauler","2012-11-19 00:00:00.0","1115 LOUISVILLE AVE","B","Opt Out Applctn Req","","439567","878060.00000000","1018240.00000000","CLOSED","REFUSE,","24"
"","","","2012-11-13 14:24:53.0","2012-11-13 14:35:38.0","2012-11-07 10:35:38.0","Derelict Vehicle - Private Property","","Vehicles","59","Derelict vehicle on private property","2012-12-11 00:00:00.0","3035 JAMES COOL PAPA  BELL","B","Derelict-Privt Ppty","","439582","899794.00000000","1023145.00000000","CLOSED","NST,","19"
"","","","2012-11-07 12:08:15.0","2012-11-07 12:08:35.0","2012-11-07 12:08:13.0","Inspect City Tree","The city maintains trees located in parks, medians, and in the ""tree lawn"" area located between the sidewalk and curb in front of properties. Request that a tree be inspected for health, trimming, or removal, as necessary, by a certified arborist.","Trees","07","Inspect city tree","2012-11-30 00:00:00.0","5601 MURDOCH","B","Inspect City Tree","","439602","880694.00000000","1002871.00000000","CLOSED","FORESTRY,","16"
"","St. Louis","","2012-11-07 12:14:12.0","2012-11-07 12:14:17.0","2012-11-07 12:14:07.0","Inspect City Tree","The city maintains trees located in parks, medians, and in the ""tree lawn"" area located between the sidewalk and curb in front of properties. Request that a tree be inspected for health, trimming, or removal, as necessary, by a certified arborist.","Trees","05","Inspect city tree","2012-11-30 00:00:00.0","4447 ITASKA ST","B","Inspect City Tree","63116","439604","885707.00000000","1001752.00000000","CLOSED","FORESTRY,","14"
"","St. Louis","","2012-11-08 00:00:00.0","2012-11-20 11:18:11.0","2012-11-07 13:55:48.0","NOTIFY 633-9000 x 9130, 9132","","Water","72","Water visibly coming up from street","2012-11-21 00:00:00.0","5065 GENEVIEVE AVE","B","WTR-COMING-UP","","439659","891246.00000000","1042482.00000000","CLOSED","WATER DIV,","27"
"","","","2013-01-07 10:03:14.0","2013-04-19 10:54:51.993","2012-11-07 14:04:32.0","Lead Inspection","","Prpty Insp Interior","09","Inspect for lead paint","2012-12-24 00:00:00.0","7002 NOTTINGHAM PL","B","Lead Insp","","439660","896355.00000000","1053299.00000000","CLOSED","BLDG LEAD INSP,","16"
"","","","2012-11-26 10:12:30.0","2012-11-26 10:12:30.0","2012-11-07 14:25:25.0","Inspect City Tree","The city maintains trees located in parks, medians, and in the ""tree lawn"" area located between the sidewalk and curb in front of properties. Request that a tree be inspected for health, trimming, or removal, as necessary, by a certified arborist.","Trees","21","Inspect city tree","2012-11-30 00:00:00.0","1100 LAMI","B","Inspect City Tree","","439672","903043.00000000","1009075.00000000","CLOSED","FORESTRY,","07"
"","","","2012-11-13 11:58:37.0","2013-03-04 16:14:16.0","2012-11-07 14:36:08.0","Debris-Vacant Bldg","","Trash/Debris","53","Debris around a vacant building","2012-11-30 00:00:00.0","782 BAYARD AVE","B","Debris-Vacant Bldg","","439677","889241.00000000","1026897.00000000","CLOSED","FORESTRY,","18"
"","","","2012-11-07 16:27:16.0","2013-03-04 12:24:40.0","2012-11-07 14:42:16.0","Debris-Vacant Lot","","Trash/Debris","44","Debris on a vacant lot","2012-11-30 00:00:00.0","1351 FOREST ","B","Debris-Vacant Lot","","439683","875786.00000000","1017270.00000000","CLOSED","FORESTRY,","24"
"","","2012-11-07 16:31:12.0","","","2012-11-07 15:09:44.0","Pull Illegal Sign","","NSO Initiatives","","Pull illegal sign in tree lawn","2012-11-07 00:00:00.0","","B","Pull Illegal Sign","","439704","","","CANCEL","NST,",""
"","","","2013-12-20 14:20:38.527","2013-12-20 14:20:38.527","2012-11-07 15:18:32.0","VACANT BLDG INITIV","","NSO Initiatives","59","","2012-12-24 00:00:00.0","3639 CASS","B","VACANT BLDG INITIV","","439710","898131.00000000","1025276.00000000","CLOSED","PPU CITY COUNSELOR,","19"
"","","","2016-05-04 14:33:13.29","2016-05-04 14:33:13.29","2012-11-07 15:22:11.11","VACANT BLDG INITIV","","NSO Initiatives","59","","2012-12-24 00:00:00.0","2726 DR MARTIN LUTHER KING DR","B","VACANT BLDG INITIV","","439712","901319.00000000","1021360.00000000","CLOSED","PPU CITY COUNSELOR,","19"
"","","","2019-01-09 15:34:32.997","2019-01-09 15:34:32.997","2012-11-07 15:26:35.0","VACANT BLDG INITIV","","NSO Initiatives","59","","2012-12-24 00:00:00.0","2706 DR MARTIN LUTHER KING DR","B","VACANT BLDG INITIV","","439715","901516.00000000","1021309.00000000","CLOSED","PPU CITY COUNSELOR,","19"
"","","","2013-12-20 14:22:44.063","2013-12-20 14:22:44.063","2012-11-07 15:34:44.0","VACANT BLDG INITIV","","NSO Initiatives","59","","2012-12-24 00:00:00.0","3126-30 EVANS","B","VACANT BLDG INITIV","","439716","899149.00000000","1024162.00000000","CLOSED","PPU CITY COUNSELOR,","19"
"","","","2013-12-20 14:23:37.853","2013-12-20 14:23:37.853","2012-11-07 15:37:32.0","VACANT BLDG INITIV","","NSO Initiatives","59","","2012-12-24 00:00:00.0","3132-40 EVANS","B","VACANT BLDG INITIV","","439717","899076.00000000","1024159.00000000","CLOSED","PPU CITY COUNSELOR,","19"
"","St. Louis","","2012-11-07 16:30:33.0","2012-11-07 16:32:25.0","2012-11-07 16:20:10.0","Privt Hauler Cnfirmd","","Trash/Debris","44","Private residential service confirmed","2012-11-19 00:00:00.0","1115 LOUISVILLE AV","B","Privt Hauler Cnfirmd","63139","439757","878164.00000000","1018286.00000000","CLOSED","REFUSE,","24"
"","St. Louis","","2012-11-07 16:43:18.0","2012-11-07 16:43:18.0","2012-11-07 16:39:54.0","Privt Hauler Cnfirmd","","Trash/Debris","44","Private residential service confirmed","2012-11-19 00:00:00.0","6515 CLAYTON AV","B","Privt Hauler Cnfirmd","63139","439765","878060.00000000","1018240.00000000","CLOSED","REFUSE,","24"
"","","","2012-11-08 08:44:19.0","2012-11-08 12:34:25.0","2012-11-08 08:44:18.0","Inspect City Tree","The city maintains trees located in parks, medians, and in the ""tree lawn"" area located between the sidewalk and curb in front of properties. Request that a tree be inspected for health, trimming, or removal, as necessary, by a certified arborist.","Trees","14","Inspect city tree","2012-12-03 00:00:00.0","5000 FYLER BLOCK","B","Inspect City Tree","","439819","884434.00000000","1007385.00000000","CLOSED","FORESTRY,","10"
"","","","","","2012-11-08 09:35:47.0","Caller Name/# required","","Animals","50","Report stray cat(s)","2012-11-20 00:00:00.0","5821 HIGHLAND AVE","B","Stray Cat","","439870","883789.00000000","1035244.00000000","Cancel","TNR,","22"
"","","","","","2012-11-08 10:00:17.0","Caller Name/# required","","Animals","13","Report stray cat(s)","2012-11-20 00:00:00.0","5847 PRINCE GEORGE CT","B","Stray Cat","","439880","880881.00000000","1009111.00000000","Cancel","TNR,","10"
"","St. Louis","2012-11-08 10:29:49.0","","","2012-11-08 10:20:56.0","Inspect City Tree","The city maintains trees located in parks, medians, and in the ""tree lawn"" area located between the sidewalk and curb in front of properties. Request that a tree be inspected for health, trimming, or removal, as necessary, by a certified arborist.","Trees","","Inspect city tree","2012-12-03 00:00:00.0","5422 DEMPSEY AV","B","Inspect City Tree","63110","439888","","","CANCEL","FORESTRY,",""
"","","","2012-11-14 12:51:19.0","2012-11-14 12:51:19.0","2012-11-08 12:05:36.0","Inspect City Tree","The city maintains trees located in parks, medians, and in the ""tree lawn"" area located between the sidewalk and curb in front of properties. Request that a tree be inspected for health, trimming, or removal, as necessary, by a certified arborist.","Trees","12","Inspect city tree","2012-12-03 00:00:00.0","5121 DAGGETT AVE","B","Inspect City Tree","","439938","885507.00000000","1013594.00000000","CLOSED","FORESTRY,","10"
"","","","2012-11-14 12:53:56.0","2012-11-14 12:53:56.0","2012-11-08 12:07:03.0","Inspect City Tree","The city maintains trees located in parks, medians, and in the ""tree lawn"" area located between the sidewalk and curb in front of properties. Request that a tree be inspected for health, trimming, or removal, as necessary, by a certified arborist.","Trees","12","Inspect city tree","2012-12-03 00:00:00.0","5114 - 5120 DAGGETT AVE","B","Inspect City Tree","","439939","885485.00000000","1013351.00000000","CLOSED","FORESTRY,","10"
